age,gender,location,province,education_level,employment_sector,income_quintile,has_national_id,has_proof_of_address,has_tin,has_employment_proof,kyc_doc_score,kyc_barrier_level,distance_to_branch_km,has_mobile_phone,has_internet,financially_excluded
52,Female,Urban,Harare,Secondary,Unemployed,3,0,1,1,0,2,Medium,0.1,1,0,0
18,Male,Rural,Midlands,None,Informal,1,1,1,0,0,2,Medium,63.0,1,0,1
27,Female,Rural,Matabeleland North,None,Unemployed,1,1,1,1,0,3,Low,59.4,0,0,1
45,Female,Urban,Mashonaland East,Secondary,Unemployed,1,0,1,0,0,1,High,0.1,1,1,1
36,Male,Urban,Mashonaland Central,Tertiary,Informal,2,0,1,0,0,1,High,2.0,1,0,1
35,Female,Urban,Harare,Secondary,Informal,4,1,1,1,0,3,Low,5.2,1,1,0
21,Male,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,9.0,0,1,0
37,Male,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,1,3,Low,27.1,1,0,1
52,Male,Urban,Mashonaland West,Tertiary,Informal,3,1,1,0,0,2,Medium,7.3,0,0,0
38,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,3.6,1,1,0
26,Female,Urban,Harare,Tertiary,Informal,3,0,0,0,1,1,High,0.9,0,1,1
20,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,1.0,1,1,0
26,Female,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,2.2,1,1,0
43,Male,Rural,Masvingo,Secondary,Informal,3,0,1,0,0,1,High,4.0,1,0,0
42,Male,Urban,Harare,Secondary,Formal,5,0,1,1,1,3,Low,0.1,1,1,0
26,Female,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,0,2,Medium,33.8,0,0,0
18,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.4,1,1,0
43,Female,Rural,Midlands,Secondary,Informal,2,1,0,0,0,1,High,2.3,0,0,1
25,Female,Rural,Matabeleland North,Secondary,Informal,3,1,1,0,0,2,Medium,15.2,0,0,1
47,Female,Rural,Manicaland,Secondary,Formal,4,1,1,1,1,4,Low,17.2,1,1,0
27,Male,Rural,Matabeleland South,None,Informal,2,1,1,0,0,2,Medium,6.5,1,1,1
24,Male,Rural,Matabeleland South,Primary,Informal,1,1,0,1,1,3,Low,16.6,0,1,1
40,Male,Rural,Matabeleland North,Secondary,Informal,2,1,0,0,1,2,Medium,2.5,1,0,1
71,Female,Rural,Midlands,Secondary,Informal,1,1,1,0,0,2,Medium,1.3,0,0,0
48,Female,Urban,Mashonaland East,Tertiary,Informal,5,1,1,0,1,3,Low,0.5,1,1,0
39,Female,Urban,Harare,Secondary,Informal,3,1,1,1,0,3,Low,0.3,1,0,0
43,Male,Urban,Harare,Secondary,Unemployed,2,1,1,0,0,2,Medium,1.2,0,1,0
18,Male,Rural,Mashonaland East,Secondary,Informal,1,0,1,0,0,1,High,6.8,1,0,1
22,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,0,1,3,Low,4.9,1,1,0
18,Female,Urban,Matabeleland South,Secondary,Formal,5,1,1,1,1,4,Low,6.6,1,1,0
62,Male,Rural,Masvingo,None,Informal,3,0,1,1,0,2,Medium,9.5,1,1,0
59,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,3.1,1,1,0
43,Male,Urban,Matabeleland South,Tertiary,Formal,5,1,1,1,1,4,Low,2.6,1,1,0
39,Male,Urban,Manicaland,Secondary,Informal,2,1,1,0,1,3,Low,5.1,1,1,1
18,Male,Urban,Harare,Secondary,Formal,3,0,1,1,1,3,Low,1.6,1,0,0
34,Male,Urban,Matabeleland North,Secondary,Informal,2,1,0,1,1,3,Low,1.5,1,1,0
63,Female,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,1.4,1,0,0
39,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,4.5,1,1,0
30,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,3.5,1,0,0
18,Male,Urban,Matabeleland North,Tertiary,Formal,5,1,1,0,1,3,Low,7.8,1,1,0
57,Female,Rural,Mashonaland Central,Primary,Informal,1,1,1,0,0,2,Medium,83.8,0,0,1
37,Male,Urban,Harare,Tertiary,Formal,5,1,1,0,1,3,Low,5.1,1,1,0
18,Male,Rural,Matabeleland North,Secondary,Formal,3,1,1,1,1,4,Low,27.2,1,1,0
25,Male,Rural,Midlands,None,Informal,1,1,0,0,0,1,High,4.2,1,0,1
20,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,3.2,1,1,0
36,Female,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,1.3,1,1,0
40,Male,Urban,Matabeleland South,Secondary,Informal,4,1,1,1,1,4,Low,0.9,1,0,0
30,Male,Rural,Matabeleland South,Tertiary,Unemployed,1,0,1,0,0,1,High,12.1,1,0,1
48,Male,Rural,Mashonaland East,Secondary,Informal,1,1,1,1,0,3,Low,8.5,0,0,1
39,Female,Rural,Mashonaland East,Secondary,Informal,2,1,0,0,0,1,High,8.6,0,0,1
52,Female,Urban,Bulawayo,Tertiary,Unemployed,4,1,1,0,0,2,Medium,0.8,1,1,0
32,Male,Rural,Matabeleland North,Secondary,Informal,2,1,1,0,0,2,Medium,18.7,1,1,0
80,Male,Urban,Bulawayo,Secondary,Informal,5,0,1,0,0,1,High,0.2,1,1,0
30,Female,Rural,Matabeleland South,Secondary,Informal,1,1,1,0,0,2,Medium,7.8,1,0,0
25,Female,Urban,Harare,Secondary,Unemployed,2,1,1,1,0,3,Low,1.3,1,1,0
23,Male,Rural,Matabeleland South,None,Formal,3,1,1,1,0,3,Low,45.0,1,1,0
35,Male,Rural,Manicaland,Secondary,Informal,2,1,0,0,0,1,High,69.8,1,1,1
18,Male,Urban,Masvingo,Tertiary,Unemployed,3,1,0,0,0,1,High,0.6,1,1,1
42,Female,Rural,Manicaland,Primary,Informal,1,1,1,1,1,4,Low,16.3,1,1,1
18,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,4.4,1,1,0
40,Female,Rural,Mashonaland Central,None,Unemployed,1,1,1,0,0,2,Medium,6.2,1,0,1
19,Female,Urban,Harare,Tertiary,Unemployed,3,0,1,0,0,1,High,1.8,1,1,1
32,Male,Rural,Mashonaland West,Tertiary,Informal,3,1,1,0,0,2,Medium,36.6,0,0,0
46,Male,Urban,Bulawayo,Secondary,Formal,5,1,0,1,1,3,Low,0.9,1,1,0
70,Male,Rural,Midlands,Tertiary,Formal,4,1,1,1,1,4,Low,26.6,0,1,1
22,Female,Rural,Masvingo,Secondary,Unemployed,1,1,0,0,0,1,High,28.0,1,0,1
35,Female,Rural,Masvingo,Secondary,Informal,1,1,1,0,1,3,Low,16.5,0,0,1
27,Male,Rural,Mashonaland East,Tertiary,Informal,1,1,1,0,1,3,Low,1.8,0,0,1
25,Male,Rural,Matabeleland South,Secondary,Informal,1,0,0,0,1,1,High,12.2,0,1,1
27,Female,Rural,Manicaland,Secondary,Informal,2,1,1,0,1,3,Low,8.5,1,0,1
49,Female,Urban,Harare,Secondary,Informal,2,1,1,1,1,4,Low,2.1,1,1,0
31,Female,Rural,Manicaland,Secondary,Informal,3,1,1,0,1,3,Low,24.1,1,1,0
69,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.7,1,1,0
43,Female,Rural,Masvingo,None,Informal,1,1,1,0,1,3,Low,28.4,0,0,1
23,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.9,1,1,0
32,Female,Rural,Manicaland,Secondary,Formal,4,0,1,0,1,2,Medium,12.4,1,1,0
26,Female,Rural,Matabeleland South,Tertiary,Formal,3,1,1,1,1,4,Low,7.4,1,1,0
49,Female,Urban,Harare,Tertiary,Informal,5,1,1,1,0,3,Low,1.9,1,1,0
18,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,5.6,0,1,0
19,Female,Rural,Mashonaland East,Secondary,Informal,1,1,1,0,1,3,Low,25.2,0,0,1
29,Male,Rural,Midlands,Secondary,Informal,2,1,1,0,1,3,Low,14.7,0,0,0
47,Male,Urban,Manicaland,Secondary,Informal,3,1,1,0,0,2,Medium,0.4,1,1,1
55,Female,Rural,Manicaland,Secondary,Informal,1,1,1,0,1,3,Low,1.0,1,1,0
57,Female,Rural,Midlands,Primary,Unemployed,1,1,1,0,0,2,Medium,7.8,0,0,1
45,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,1.2,0,1,0
36,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.0,1,1,0
49,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,4.3,1,1,0
21,Female,Rural,Matabeleland North,Secondary,Formal,5,1,1,1,1,4,Low,1.2,1,1,0
18,Female,Urban,Harare,Tertiary,Unemployed,2,1,1,1,0,3,Low,1.0,1,1,0
44,Male,Rural,Mashonaland East,Primary,Informal,3,0,0,1,0,1,High,1.0,0,1,1
23,Female,Rural,Mashonaland Central,Primary,Unemployed,1,1,0,0,0,1,High,8.2,0,0,1
37,Female,Urban,Bulawayo,Tertiary,Unemployed,3,1,1,0,0,2,Medium,7.7,0,1,0
39,Male,Rural,Midlands,None,Unemployed,1,1,1,0,0,2,Medium,29.7,1,1,0
41,Male,Rural,Mashonaland West,None,Informal,1,1,1,0,1,3,Low,27.6,0,0,1
51,Female,Urban,Midlands,Tertiary,Unemployed,3,1,1,0,0,2,Medium,2.3,1,0,0
49,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,0.9,1,1,0
40,Female,Urban,Mashonaland East,Tertiary,Formal,5,1,1,1,1,4,Low,2.5,1,1,0
31,Female,Urban,Matabeleland North,Secondary,Informal,3,1,1,0,1,3,Low,5.5,1,1,0
39,Female,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,1.4,1,1,0
29,Male,Rural,Manicaland,Secondary,Unemployed,1,1,1,0,0,2,Medium,48.6,1,1,1
35,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.3,1,1,0
74,Male,Urban,Harare,Secondary,Unemployed,4,1,1,0,0,2,Medium,3.5,1,1,1
40,Female,Rural,Masvingo,None,Informal,1,1,1,0,1,3,Low,12.5,1,1,1
44,Male,Rural,Midlands,Secondary,Informal,1,0,1,0,1,2,Medium,3.2,1,1,0
28,Female,Rural,Mashonaland East,Primary,Informal,2,1,1,0,1,3,Low,1.9,0,0,1
52,Female,Rural,Mashonaland Central,Secondary,Informal,1,0,1,0,0,1,High,19.2,1,0,1
48,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.1,1,0,0
48,Male,Urban,Bulawayo,Secondary,Unemployed,3,0,1,0,0,1,High,2.5,0,1,1
41,Female,Rural,Masvingo,Tertiary,Unemployed,4,1,0,0,0,1,High,39.1,1,1,0
52,Male,Rural,Mashonaland Central,Tertiary,Formal,3,1,1,1,1,4,Low,15.5,1,1,0
55,Male,Rural,Matabeleland South,Secondary,Informal,1,1,1,0,1,3,Low,30.0,1,1,1
41,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.0,1,1,0
36,Female,Rural,Masvingo,Primary,Unemployed,1,1,1,0,0,2,Medium,35.9,0,1,1
50,Female,Rural,Mashonaland West,Secondary,Informal,1,1,0,0,0,1,High,13.8,1,1,1
25,Male,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,2.3,1,1,0
27,Female,Rural,Masvingo,Secondary,Formal,3,1,1,1,1,4,Low,3.8,1,1,0
37,Male,Rural,Matabeleland North,Secondary,Formal,3,1,1,1,1,4,Low,3.1,1,1,1
18,Male,Urban,Harare,Tertiary,Unemployed,4,1,1,0,0,2,Medium,0.7,1,0,0
49,Male,Urban,Mashonaland East,None,Informal,2,1,1,1,1,4,Low,0.6,0,0,0
24,Male,Rural,Mashonaland West,Primary,Informal,3,0,0,0,0,0,High,36.8,1,0,1
31,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.0,1,1,0
35,Female,Urban,Matabeleland South,Secondary,Formal,5,1,1,1,1,4,Low,3.2,1,1,0
38,Male,Urban,Matabeleland South,Secondary,Formal,5,1,1,1,1,4,Low,9.1,1,1,0
33,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,6.9,1,1,0
37,Male,Rural,Midlands,Primary,Informal,2,1,0,1,0,2,Medium,24.8,1,0,1
37,Male,Rural,Matabeleland South,Secondary,Informal,1,1,0,0,0,1,High,49.9,1,0,1
31,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,3.3,1,1,0
27,Female,Rural,Masvingo,Secondary,Informal,2,1,0,1,1,3,Low,4.9,0,1,1
53,Female,Rural,Manicaland,Secondary,Informal,2,1,1,1,1,4,Low,17.6,1,0,1
18,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,2.5,1,1,0
35,Male,Rural,Midlands,None,Unemployed,1,0,1,0,0,1,High,25.1,1,0,1
31,Male,Urban,Harare,Primary,Informal,1,1,1,0,0,2,Medium,4.1,1,0,0
43,Female,Rural,Mashonaland West,Primary,Unemployed,1,1,0,0,0,1,High,7.3,0,0,1
18,Male,Rural,Mashonaland Central,Secondary,Informal,3,1,1,0,1,3,Low,4.7,1,0,1
31,Female,Rural,Masvingo,Secondary,Informal,2,1,1,0,1,3,Low,11.4,1,0,1
36,Male,Urban,Mashonaland East,Primary,Formal,4,1,1,0,1,3,Low,1.0,1,1,0
52,Male,Rural,Mashonaland Central,Secondary,Informal,1,1,0,1,1,3,Low,8.6,0,0,1
42,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,1.5,1,1,0
21,Male,Urban,Harare,Secondary,Informal,3,0,1,0,0,1,High,7.6,1,1,1
31,Male,Urban,Mashonaland Central,Secondary,Formal,5,1,1,0,1,3,Low,1.9,1,1,0
50,Female,Rural,Matabeleland North,Tertiary,Informal,3,1,1,0,0,2,Medium,39.2,1,0,1
21,Male,Urban,Bulawayo,Primary,Formal,4,1,1,1,1,4,Low,1.9,1,1,0
36,Male,Rural,Mashonaland East,Secondary,Informal,1,1,1,1,1,4,Low,6.1,1,0,1
37,Male,Rural,Masvingo,Secondary,Informal,1,1,1,0,0,2,Medium,16.9,0,0,1
32,Male,Urban,Bulawayo,Secondary,Formal,5,1,0,1,1,3,Low,1.9,1,1,0
75,Female,Urban,Bulawayo,Secondary,Formal,5,1,0,0,1,2,Medium,1.2,1,1,0
32,Male,Urban,Bulawayo,Secondary,Informal,2,1,1,0,0,2,Medium,0.5,1,0,0
44,Female,Rural,Midlands,None,Informal,1,0,1,0,0,1,High,16.5,0,0,1
27,Female,Rural,Mashonaland Central,Secondary,Informal,2,1,1,0,0,2,Medium,2.1,0,1,1
45,Female,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,3.5,1,1,0
50,Female,Rural,Midlands,Primary,Formal,3,1,1,1,1,4,Low,42.6,1,1,1
29,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.1,1,1,0
37,Female,Rural,Midlands,Secondary,Informal,2,1,0,0,1,2,Medium,5.9,0,1,1
25,Male,Rural,Masvingo,Secondary,Informal,3,0,1,1,0,2,Medium,103.6,0,0,1
21,Male,Rural,Midlands,Tertiary,Informal,2,1,1,0,1,3,Low,1.0,1,1,1
52,Female,Rural,Masvingo,Secondary,Informal,1,1,1,0,0,2,Medium,18.9,1,0,1
30,Male,Rural,Matabeleland South,Primary,Informal,1,0,1,1,1,3,Low,61.5,1,0,1
18,Female,Urban,Manicaland,Secondary,Formal,5,1,1,1,1,4,Low,4.0,1,0,0
62,Male,Urban,Bulawayo,Secondary,Formal,4,1,1,1,1,4,Low,0.7,1,1,0
26,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,9.0,1,1,0
34,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.9,1,1,0
60,Female,Rural,Mashonaland Central,Secondary,Unemployed,1,1,0,0,0,1,High,20.1,0,1,1
36,Male,Rural,Midlands,None,Informal,1,0,1,0,1,2,Medium,15.1,1,0,0
35,Male,Rural,Mashonaland East,Secondary,Informal,1,0,1,0,1,2,Medium,13.9,1,1,1
20,Female,Urban,Mashonaland Central,Tertiary,Unemployed,2,0,1,0,0,1,High,0.3,1,1,1
18,Female,Rural,Mashonaland West,Primary,Informal,3,1,1,0,1,3,Low,10.2,0,1,0
35,Female,Urban,Harare,None,Formal,4,0,1,0,1,2,Medium,5.7,0,1,1
43,Female,Urban,Midlands,Secondary,Informal,3,1,0,0,0,1,High,2.7,1,1,0
42,Male,Rural,Manicaland,Secondary,Informal,1,1,0,0,1,2,Medium,35.5,1,1,1
31,Female,Rural,Masvingo,None,Unemployed,1,1,1,0,0,2,Medium,6.6,0,0,1
38,Male,Rural,Mashonaland West,Primary,Unemployed,1,1,0,0,0,1,High,7.7,0,0,0
18,Female,Urban,Harare,Primary,Informal,2,1,1,0,0,2,Medium,1.2,1,1,0
44,Male,Rural,Mashonaland Central,Secondary,Informal,1,0,0,1,1,2,Medium,32.1,0,1,1
40,Male,Urban,Bulawayo,Primary,Informal,2,1,1,0,1,3,Low,2.2,1,1,1
65,Female,Rural,Manicaland,None,Informal,3,1,0,0,0,1,High,1.5,0,0,1
38,Female,Rural,Matabeleland South,Secondary,Informal,2,1,1,0,0,2,Medium,1.0,0,0,0
24,Male,Urban,Bulawayo,Secondary,Unemployed,4,1,1,0,0,2,Medium,0.1,1,1,0
37,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.0,1,1,0
33,Female,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.8,1,0,0
44,Male,Rural,Manicaland,None,Informal,1,1,1,1,1,4,Low,8.3,1,0,1
38,Female,Urban,Mashonaland East,Primary,Formal,5,1,1,0,1,3,Low,2.3,1,1,0
20,Male,Rural,Masvingo,Secondary,Unemployed,2,1,1,0,0,2,Medium,2.6,0,0,0
18,Male,Rural,Harare,Primary,Informal,1,1,1,0,1,3,Low,3.2,1,0,1
41,Female,Rural,Masvingo,Secondary,Informal,2,1,1,0,0,2,Medium,11.9,0,0,0
57,Male,Urban,Bulawayo,Tertiary,Informal,5,1,0,0,0,1,High,0.2,0,1,0
39,Male,Rural,Matabeleland North,Secondary,Informal,1,1,0,0,0,1,High,21.1,1,1,1
49,Female,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,5.8,1,1,1
52,Male,Rural,Manicaland,Tertiary,Informal,3,1,0,1,1,3,Low,82.8,0,0,1
41,Female,Rural,Mashonaland East,Secondary,Unemployed,1,1,0,1,0,2,Medium,28.1,0,0,0
26,Female,Rural,Matabeleland North,Secondary,Informal,2,1,1,0,0,2,Medium,2.8,1,0,1
40,Male,Rural,Matabeleland North,Secondary,Unemployed,2,1,0,0,0,1,High,23.8,0,0,0
54,Female,Urban,Harare,Secondary,Unemployed,2,1,1,0,0,2,Medium,6.9,0,1,0
45,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,9.5,1,1,0
48,Female,Urban,Bulawayo,None,Informal,3,1,1,0,1,3,Low,7.6,1,1,0
31,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,0,2,Medium,6.9,0,1,0
35,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,1.4,1,1,0
36,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0
37,Female,Urban,Harare,Secondary,Informal,5,0,1,0,1,2,Medium,5.3,1,0,0
54,Male,Urban,Bulawayo,Secondary,Unemployed,4,1,1,0,0,2,Medium,0.1,1,1,1
18,Male,Urban,Harare,Primary,Unemployed,3,1,1,0,0,2,Medium,0.8,0,0,0
38,Male,Rural,Masvingo,Tertiary,Informal,3,0,1,0,1,2,Medium,28.0,0,0,0
36,Female,Rural,Manicaland,Secondary,Unemployed,3,1,1,0,0,2,Medium,6.9,0,0,1
18,Female,Urban,Harare,Tertiary,Informal,2,1,1,0,0,2,Medium,6.9,1,0,0
47,Male,Urban,Bulawayo,Secondary,Unemployed,1,1,1,1,0,3,Low,12.4,1,1,1
27,Male,Urban,Harare,Secondary,Informal,4,1,1,0,0,2,Medium,0.4,1,1,1
33,Male,Rural,Masvingo,Primary,Unemployed,2,1,0,0,0,1,High,4.4,0,1,1
63,Male,Urban,Mashonaland Central,Secondary,Unemployed,1,1,1,0,0,2,Medium,1.7,1,1,0
52,Female,Urban,Matabeleland South,Secondary,Formal,5,1,1,1,1,4,Low,9.8,1,1,0
46,Female,Urban,Harare,Tertiary,Unemployed,3,1,1,1,0,3,Low,0.5,1,0,0
43,Female,Urban,Harare,Tertiary,Informal,4,1,1,1,0,3,Low,0.7,1,1,0
35,Male,Urban,Harare,Secondary,Formal,5,1,0,1,1,3,Low,3.1,1,1,0
65,Male,Rural,Midlands,Primary,Formal,2,1,1,1,1,4,Low,150.0,1,0,0
49,Female,Rural,Mashonaland West,Secondary,Informal,1,1,0,1,1,3,Low,8.9,0,0,1
27,Male,Rural,Mashonaland East,Secondary,Informal,1,0,0,0,1,1,High,3.5,1,1,1
18,Female,Rural,Matabeleland South,Secondary,Informal,3,1,1,0,0,2,Medium,3.6,1,1,0
45,Male,Rural,Manicaland,Secondary,Informal,2,1,1,0,1,3,Low,5.4,1,0,1
37,Male,Urban,Bulawayo,None,Formal,4,1,0,1,1,3,Low,2.1,1,1,0
18,Female,Rural,Mashonaland West,None,Informal,1,1,1,0,0,2,Medium,33.4,1,0,0
44,Male,Urban,Bulawayo,Tertiary,Informal,3,1,1,0,1,3,Low,1.2,1,1,0
34,Female,Urban,Manicaland,Tertiary,Formal,5,1,1,1,1,4,Low,0.7,1,1,0
45,Male,Rural,Mashonaland East,Tertiary,Informal,3,1,1,1,0,3,Low,14.3,1,0,1
44,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,3.3,1,1,0
29,Male,Urban,Bulawayo,Secondary,Unemployed,4,1,1,0,0,2,Medium,1.0,1,0,0
46,Male,Rural,Manicaland,Primary,Informal,2,0,0,0,1,1,High,22.2,1,0,1
31,Female,Rural,Midlands,Tertiary,Unemployed,2,0,1,0,0,1,High,10.9,1,1,1
31,Male,Rural,Matabeleland South,Primary,Informal,1,1,0,0,1,2,Medium,2.2,1,1,1
30,Female,Urban,Matabeleland North,Secondary,Unemployed,4,1,0,0,0,1,High,0.5,1,1,1
53,Female,Urban,Manicaland,Secondary,Informal,3,1,1,0,1,3,Low,3.7,0,1,1
34,Male,Rural,Mashonaland Central,None,Informal,1,1,0,0,0,1,High,55.3,1,0,0
57,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.5,1,1,0
62,Male,Rural,Mashonaland East,Secondary,Informal,1,0,1,0,1,2,Medium,5.6,1,0,1
27,Female,Urban,Harare,Tertiary,Informal,2,1,1,0,1,3,Low,2.2,0,1,0
18,Female,Urban,Harare,Tertiary,Informal,5,0,1,0,1,2,Medium,4.0,0,1,0
52,Male,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,6.2,1,0,0
33,Female,Rural,Harare,Secondary,Informal,2,0,1,0,1,2,Medium,12.3,0,1,1
25,Male,Urban,Mashonaland West,Tertiary,Informal,5,1,1,1,0,3,Low,2.8,1,0,0
29,Male,Urban,Harare,Primary,Informal,2,1,1,0,1,3,Low,1.5,1,1,0
32,Male,Urban,Bulawayo,Tertiary,Informal,4,0,0,1,0,1,High,2.9,1,1,1
56,Female,Urban,Mashonaland East,Tertiary,Formal,5,1,1,1,1,4,Low,5.0,1,1,0
40,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,2.7,1,0,1
55,Male,Rural,Mashonaland Central,None,Informal,1,1,1,0,0,2,Medium,26.7,1,1,0
44,Male,Urban,Bulawayo,Secondary,Informal,5,1,1,0,1,3,Low,5.8,1,1,0
33,Female,Rural,Matabeleland South,Primary,Unemployed,1,1,1,0,0,2,Medium,118.7,1,1,1
32,Male,Rural,Midlands,Tertiary,Informal,3,0,0,0,1,1,High,40.7,1,0,1
45,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,3.1,1,1,0
49,Male,Urban,Harare,Secondary,Informal,4,1,0,1,0,2,Medium,1.2,1,0,0
51,Female,Rural,Masvingo,Secondary,Unemployed,3,1,1,0,0,2,Medium,1.1,0,0,1
34,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.6,1,1,0
40,Female,Urban,Mashonaland East,Secondary,Informal,4,1,1,0,0,2,Medium,2.7,1,1,1
46,Male,Rural,Matabeleland North,None,Informal,1,1,1,0,1,3,Low,1.0,0,0,0
32,Male,Rural,Matabeleland South,Secondary,Unemployed,1,0,0,1,0,1,High,15.5,1,0,1
22,Female,Rural,Midlands,Primary,Informal,2,1,1,0,1,3,Low,83.1,1,0,0
26,Female,Urban,Bulawayo,Secondary,Informal,4,1,1,1,1,4,Low,2.8,1,1,0
34,Male,Rural,Midlands,Secondary,Informal,4,1,0,0,1,2,Medium,51.5,1,0,0
47,Female,Rural,Matabeleland North,Primary,Unemployed,1,1,1,0,0,2,Medium,1.6,0,1,1
55,Female,Urban,Harare,Tertiary,Unemployed,3,1,1,0,0,2,Medium,1.1,1,1,0
19,Male,Rural,Matabeleland South,Secondary,Informal,1,0,0,0,0,0,High,13.7,0,0,1
29,Female,Urban,Bulawayo,Tertiary,Informal,4,1,1,0,1,3,Low,0.3,0,1,1
32,Female,Urban,Midlands,Tertiary,Informal,3,0,1,0,1,2,Medium,0.1,1,0,1
49,Male,Urban,Harare,Secondary,Unemployed,2,1,1,1,0,3,Low,1.5,1,1,0
30,Female,Urban,Harare,Secondary,Informal,3,1,0,0,1,2,Medium,2.8,1,0,0
31,Male,Urban,Mashonaland West,Secondary,Formal,5,1,1,1,1,4,Low,2.0,1,1,0
18,Male,Rural,Manicaland,None,Unemployed,1,1,1,0,0,2,Medium,28.2,1,1,0
44,Female,Rural,Masvingo,Tertiary,Formal,4,0,1,1,1,3,Low,9.5,1,1,1
35,Female,Rural,Masvingo,None,Unemployed,1,1,1,0,0,2,Medium,6.3,1,0,1
28,Female,Rural,Mashonaland Central,Secondary,Informal,1,1,1,0,1,3,Low,50.1,1,0,1
34,Female,Rural,Mashonaland Central,Secondary,Informal,2,1,1,1,1,4,Low,6.5,1,0,0
53,Female,Urban,Mashonaland East,Tertiary,Unemployed,3,1,1,0,0,2,Medium,6.4,1,0,0
23,Male,Urban,Harare,Secondary,Informal,2,1,0,1,0,2,Medium,1.9,1,1,1
26,Female,Urban,Mashonaland Central,Secondary,Informal,5,1,1,1,1,4,Low,2.4,1,1,0
55,Female,Urban,Manicaland,Secondary,Formal,5,1,1,0,1,3,Low,4.0,1,1,1
39,Female,Rural,Matabeleland North,Secondary,Informal,2,1,0,0,1,2,Medium,12.6,1,0,1
47,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,4.0,1,1,0
43,Male,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,1.7,1,1,0
37,Male,Urban,Mashonaland East,Tertiary,Informal,3,0,1,1,0,2,Medium,1.6,1,1,0
33,Male,Urban,Harare,Primary,Informal,4,1,1,0,1,3,Low,7.8,1,1,0
49,Male,Rural,Mashonaland East,Primary,Informal,2,0,1,0,0,1,High,22.2,1,1,1
54,Female,Urban,Matabeleland South,Tertiary,Unemployed,1,1,1,0,0,2,Medium,2.2,1,0,0
53,Female,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,2.8,1,1,0
21,Male,Urban,Harare,Secondary,Informal,4,1,1,1,1,4,Low,1.1,1,0,0
