age,gender,location,province,education_level,employment_sector,income_quintile,has_national_id,has_proof_of_address,has_tin,has_employment_proof,kyc_doc_score,kyc_barrier_level,distance_to_branch_km,has_mobile_phone,has_internet,financially_excluded,kyc_gap_score,demographic_score,institutional_score,feri_score,feri_band
36,Female,Urban,Harare,Secondary,Informal,4,1,1,0,0,2,Medium,4.5,0,1,0,30,22.0,30.0,27.2,Moderate Risk
34,Male,Rural,Masvingo,Secondary,Informal,1,1,0,0,1,2,Medium,1.3,0,0,1,50,47.0,70.0,52.95,High Risk
45,Male,Rural,Mashonaland Central,Secondary,Informal,4,1,0,1,0,2,Medium,22.5,1,0,0,40,32.0,70.0,43.2,Moderate Risk
34,Female,Urban,Mashonaland West,Primary,Unemployed,2,1,1,0,0,2,Medium,0.3,1,1,0,30,44.0,0.0,28.9,Moderate Risk
33,Female,Urban,Bulawayo,Secondary,Informal,4,1,0,0,1,2,Medium,1.8,1,1,0,50,22.0,0.0,30.2,Moderate Risk
52,Male,Rural,Harare,Secondary,Unemployed,1,1,1,0,0,2,Medium,16.2,1,1,0,30,55.0,15.0,35.75,Moderate Risk
55,Male,Rural,Masvingo,Primary,Informal,1,1,0,0,1,2,Medium,31.6,1,1,1,50,53.0,50.0,51.05,High Risk
53,Male,Urban,Harare,Primary,Unemployed,2,1,1,0,0,2,Medium,2.8,1,0,0,30,34.0,20.0,29.4,Moderate Risk
35,Male,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,1.3,0,1,1,20,20.0,30.0,22.0,Low Risk
18,Male,Urban,Bulawayo,Secondary,Formal,3,1,1,0,1,3,Low,2.2,1,1,0,20,8.0,0.0,11.8,Low Risk
35,Male,Urban,Harare,Secondary,Unemployed,4,1,1,0,0,2,Medium,1.3,0,1,0,30,20.0,30.0,26.5,Moderate Risk
27,Male,Urban,Masvingo,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.4,0,1,0,30,20.0,50.0,30.5,Moderate Risk
36,Female,Rural,Masvingo,None,Informal,1,1,0,0,0,1,High,102.1,1,0,1,60,69.0,70.0,65.15,Critical Risk
28,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,2.4,1,1,0,20,12.0,0.0,13.2,Low Risk
37,Male,Urban,Midlands,Tertiary,Formal,5,1,1,1,1,4,Low,3.2,1,1,0,0,0.0,0.0,0.0,Low Risk
23,Male,Rural,Masvingo,Secondary,Formal,3,1,1,1,1,4,Low,17.2,0,1,1,0,28.0,65.0,22.8,Low Risk
20,Male,Rural,Mashonaland Central,Primary,Informal,2,1,1,0,0,2,Medium,31.2,1,0,0,30,54.0,70.0,46.4,High Risk
55,Female,Urban,Bulawayo,Tertiary,Informal,5,1,1,1,1,4,Low,3.6,1,1,0,0,22.0,0.0,7.7,Low Risk
24,Female,Rural,Midlands,Secondary,Formal,3,0,1,1,0,2,Medium,7.7,0,0,1,50,38.0,55.0,46.8,High Risk
38,Male,Rural,Mashonaland West,Secondary,Informal,2,0,1,0,1,2,Medium,8.0,1,0,0,60,40.0,25.0,46.0,High Risk
51,Male,Rural,Mashonaland West,Tertiary,Unemployed,2,1,0,0,0,1,High,21.5,1,0,1,60,48.0,50.0,53.8,High Risk
50,Male,Urban,Bulawayo,Secondary,Informal,5,1,0,0,0,1,High,2.9,1,1,0,60,12.0,0.0,31.2,Moderate Risk
49,Male,Urban,Harare,Primary,Unemployed,3,1,1,0,0,2,Medium,2.0,0,1,1,30,26.0,30.0,28.6,Moderate Risk
42,Male,Rural,Mashonaland Central,Secondary,Informal,2,0,1,0,1,2,Medium,25.5,1,0,1,60,40.0,70.0,55.0,High Risk
48,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,1.4,1,1,0,0,0.0,0.0,0.0,Low Risk
57,Male,Urban,Masvingo,Secondary,Informal,5,0,1,1,1,3,Low,1.0,1,1,0,40,12.0,20.0,26.2,Moderate Risk
43,Female,Urban,Manicaland,Primary,Informal,3,1,1,0,1,3,Low,0.7,0,0,0,20,28.0,50.0,28.8,Moderate Risk
18,Male,Rural,Manicaland,None,Informal,2,0,0,0,0,0,High,47.0,1,1,1,100,60.0,30.0,72.0,Critical Risk
30,Male,Rural,Mashonaland West,None,Unemployed,1,1,0,1,0,2,Medium,19.7,1,1,0,40,67.0,15.0,44.45,Moderate Risk
47,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.7,0,1,0,0,0.0,30.0,6.0,Low Risk
29,Male,Rural,Mashonaland East,Tertiary,Informal,4,1,1,1,1,4,Low,11.5,1,0,0,0,32.0,35.0,18.2,Low Risk
60,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,0,1,3,Low,1.3,0,1,0,20,12.0,30.0,19.2,Low Risk
37,Male,Rural,Mashonaland East,Secondary,Formal,4,1,1,1,1,4,Low,11.4,1,1,1,0,20.0,15.0,10.0,Low Risk
39,Male,Rural,Midlands,None,Informal,1,1,1,0,1,3,Low,3.8,1,0,0,20,59.0,20.0,33.65,Moderate Risk
53,Male,Urban,Bulawayo,Secondary,Informal,2,1,1,0,0,2,Medium,0.5,0,1,0,30,20.0,30.0,26.5,Moderate Risk
35,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,1.9,1,1,0,0,10.0,0.0,3.5,Low Risk
40,Female,Urban,Masvingo,Secondary,Informal,4,1,1,0,1,3,Low,0.7,1,1,0,20,22.0,20.0,20.7,Low Risk
50,Male,Rural,Matabeleland North,Primary,Informal,1,0,1,0,0,1,High,5.8,1,0,1,70,53.0,45.0,59.05,High Risk
18,Male,Rural,Midlands,Secondary,Informal,1,1,1,0,1,3,Low,27.8,0,1,0,20,55.0,60.0,40.25,Moderate Risk
34,Female,Rural,Matabeleland South,Primary,Unemployed,1,1,0,1,0,2,Medium,35.9,1,1,0,40,71.0,50.0,52.85,High Risk
49,Female,Rural,Masvingo,None,Unemployed,1,1,0,0,0,1,High,44.1,1,0,1,60,77.0,70.0,67.95,Critical Risk
38,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,1.3,1,0,0,0,0.0,20.0,4.0,Low Risk
58,Male,Rural,Mashonaland East,Secondary,Unemployed,1,0,0,0,0,0,High,13.7,0,1,1,100,55.0,45.0,73.25,Critical Risk
18,Male,Urban,Masvingo,Secondary,Informal,4,1,1,0,0,2,Medium,3.2,1,1,0,30,20.0,20.0,24.5,Low Risk
18,Female,Urban,Harare,Primary,Formal,4,1,1,1,1,4,Low,0.4,1,1,0,0,24.0,0.0,8.4,Low Risk
48,Male,Rural,Midlands,Primary,Informal,2,0,1,0,0,1,High,30.4,0,0,1,70,46.0,80.0,63.6,High Risk
50,Male,Rural,Mashonaland East,Secondary,Informal,1,1,0,1,0,2,Medium,44.7,1,0,1,40,47.0,50.0,44.45,Moderate Risk
35,Male,Urban,Manicaland,Secondary,Formal,5,1,1,0,1,3,Low,7.5,1,1,0,20,0.0,5.0,10.0,Low Risk
43,Male,Urban,Harare,Secondary,Informal,5,1,1,0,1,3,Low,2.1,1,1,0,20,12.0,0.0,13.2,Low Risk
48,Male,Rural,Midlands,Secondary,Informal,2,0,0,1,1,2,Medium,18.4,1,1,1,70,40.0,15.0,48.5,High Risk
26,Female,Rural,Manicaland,Secondary,Unemployed,2,1,1,0,0,2,Medium,7.1,0,0,1,30,58.0,55.0,44.8,Moderate Risk
28,Female,Rural,Mashonaland East,Secondary,Informal,3,0,0,0,1,1,High,32.2,0,0,1,90,42.0,80.0,71.2,Critical Risk
40,Male,Urban,Masvingo,Secondary,Formal,4,1,1,1,1,4,Low,6.1,1,1,0,0,0.0,25.0,5.0,Low Risk
50,Male,Urban,Harare,Secondary,Unemployed,2,1,1,0,0,2,Medium,0.6,1,1,0,30,28.0,0.0,23.3,Low Risk
21,Female,Urban,Harare,Tertiary,Informal,4,1,1,1,1,4,Low,2.6,1,1,0,0,30.0,0.0,10.5,Low Risk
35,Male,Rural,Midlands,Primary,Formal,5,1,1,1,1,4,Low,8.6,0,0,1,0,26.0,55.0,20.1,Low Risk
34,Male,Rural,Matabeleland South,Secondary,Formal,3,1,1,1,0,3,Low,4.3,1,1,1,10,20.0,20.0,15.5,Low Risk
43,Male,Urban,Harare,Secondary,Informal,5,1,1,0,1,3,Low,1.9,1,1,0,20,12.0,0.0,13.2,Low Risk
37,Female,Urban,Bulawayo,Tertiary,Informal,4,1,1,1,0,3,Low,0.3,1,0,0,10,22.0,20.0,16.2,Low Risk
30,Female,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,2.4,1,0,1,20,22.0,20.0,20.7,Low Risk
55,Female,Rural,Mashonaland Central,None,Unemployed,2,0,1,0,0,1,High,7.1,0,0,0,70,70.0,75.0,71.0,Critical Risk
30,Female,Rural,Masvingo,Primary,Informal,3,1,0,0,1,2,Medium,7.2,1,0,1,50,48.0,45.0,48.3,High Risk
33,Male,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.4,1,1,0,30,20.0,0.0,20.5,Low Risk
18,Male,Urban,Bulawayo,Secondary,Informal,4,0,1,0,1,2,Medium,2.2,1,1,0,60,20.0,0.0,34.0,Moderate Risk
28,Male,Rural,Mashonaland Central,Secondary,Informal,1,1,1,0,0,2,Medium,47.2,1,0,0,30,47.0,70.0,43.95,Moderate Risk
45,Female,Urban,Mashonaland West,Primary,Formal,4,1,1,1,1,4,Low,0.5,1,1,0,0,16.0,0.0,5.6,Low Risk
42,Female,Rural,Masvingo,Secondary,Informal,1,0,0,0,0,0,High,63.9,1,1,1,100,57.0,50.0,74.95,Critical Risk
46,Male,Urban,Harare,Tertiary,Informal,3,1,1,0,1,3,Low,0.3,1,1,1,20,12.0,0.0,13.2,Low Risk
45,Female,Urban,Matabeleland North,Tertiary,Informal,4,1,1,0,0,2,Medium,1.4,1,1,0,30,22.0,20.0,25.2,Moderate Risk
67,Male,Rural,Matabeleland South,None,Informal,1,1,1,1,0,3,Low,45.4,1,1,0,10,67.0,50.0,37.95,Moderate Risk
27,Male,Urban,Harare,Tertiary,Informal,5,1,0,1,0,2,Medium,2.7,1,1,1,40,12.0,0.0,22.2,Low Risk
18,Male,Urban,Midlands,Primary,Informal,5,1,1,0,0,2,Medium,3.5,0,1,1,30,26.0,30.0,28.6,Moderate Risk
23,Female,Urban,Harare,Secondary,Informal,3,1,0,0,1,2,Medium,1.1,1,0,0,50,30.0,20.0,37.0,Moderate Risk
28,Female,Urban,Harare,Secondary,Formal,4,1,1,0,1,3,Low,0.1,1,1,0,20,10.0,0.0,12.5,Low Risk
24,Female,Urban,Harare,Secondary,Unemployed,4,1,1,1,0,3,Low,1.8,0,1,0,10,38.0,30.0,23.8,Low Risk
39,Female,Urban,Harare,Primary,Informal,4,1,1,0,1,3,Low,4.2,1,1,1,20,28.0,0.0,18.8,Low Risk
55,Female,Urban,Bulawayo,Secondary,Informal,4,1,1,0,0,2,Medium,2.6,1,1,0,30,22.0,0.0,21.2,Low Risk
59,Female,Urban,Bulawayo,Secondary,Informal,4,1,1,0,0,2,Medium,11.8,1,1,0,30,22.0,15.0,24.2,Low Risk
45,Female,Rural,Midlands,Tertiary,Informal,3,1,1,1,0,3,Low,3.3,1,1,1,10,42.0,0.0,19.2,Low Risk
67,Male,Rural,Mashonaland Central,Secondary,Unemployed,1,1,0,0,0,1,High,13.1,1,1,1,60,63.0,35.0,56.05,High Risk
33,Female,Urban,Harare,Tertiary,Unemployed,2,1,1,0,0,2,Medium,2.1,1,1,0,30,38.0,0.0,26.8,Moderate Risk
18,Female,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,2.4,1,0,0,20,30.0,20.0,23.5,Low Risk
52,Female,Urban,Harare,Secondary,Unemployed,3,0,1,1,0,2,Medium,0.1,1,0,0,50,30.0,20.0,37.0,Moderate Risk
18,Male,Rural,Midlands,None,Informal,1,1,1,0,0,2,Medium,63.0,1,0,1,30,67.0,50.0,46.95,High Risk
27,Female,Rural,Matabeleland North,None,Unemployed,1,1,1,1,0,3,Low,59.4,0,0,1,10,77.0,100.0,51.45,High Risk
45,Female,Urban,Mashonaland East,Secondary,Unemployed,1,0,1,0,0,1,High,0.1,1,1,1,70,45.0,0.0,47.25,High Risk
36,Male,Urban,Mashonaland Central,Tertiary,Informal,2,0,1,0,0,1,High,2.0,1,0,1,70,20.0,40.0,46.5,High Risk
35,Female,Urban,Harare,Secondary,Informal,4,1,1,1,0,3,Low,5.2,1,1,0,10,22.0,5.0,13.2,Low Risk
21,Male,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,9.0,0,1,0,20,20.0,35.0,23.0,Low Risk
37,Male,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,1,3,Low,27.1,1,0,1,20,40.0,50.0,33.0,Moderate Risk
52,Male,Urban,Mashonaland West,Tertiary,Informal,3,1,1,0,0,2,Medium,7.3,0,0,0,30,12.0,55.0,28.7,Moderate Risk
38,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,3.6,1,1,0,0,10.0,0.0,3.5,Low Risk
26,Female,Urban,Harare,Tertiary,Informal,3,0,0,0,1,1,High,0.9,0,1,1,90,22.0,30.0,54.2,High Risk
20,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,1.0,1,1,0,0,8.0,0.0,2.8,Low Risk
26,Female,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,2.2,1,1,0,20,22.0,0.0,16.7,Low Risk
43,Male,Rural,Masvingo,Secondary,Informal,3,0,1,0,0,1,High,4.0,1,0,0,70,32.0,40.0,50.7,High Risk
42,Male,Urban,Harare,Secondary,Formal,5,0,1,1,1,3,Low,0.1,1,1,0,40,0.0,0.0,18.0,Low Risk
26,Female,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,0,2,Medium,33.8,0,0,0,30,50.0,80.0,47.0,High Risk
18,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.4,1,1,0,0,18.0,0.0,6.3,Low Risk
43,Female,Rural,Midlands,Secondary,Informal,2,1,0,0,0,1,High,2.3,0,0,1,60,50.0,50.0,54.5,High Risk
25,Female,Rural,Matabeleland North,Secondary,Informal,3,1,1,0,0,2,Medium,15.2,0,0,1,30,42.0,85.0,45.2,High Risk
47,Female,Rural,Manicaland,Secondary,Formal,4,1,1,1,1,4,Low,17.2,1,1,0,0,30.0,15.0,13.5,Low Risk
27,Male,Rural,Matabeleland South,None,Informal,2,1,1,0,0,2,Medium,6.5,1,1,1,30,52.0,25.0,36.7,Moderate Risk
24,Male,Rural,Matabeleland South,Primary,Informal,1,1,0,1,1,3,Low,16.6,0,1,1,30,61.0,65.0,47.85,High Risk
40,Male,Rural,Matabeleland North,Secondary,Informal,2,1,0,0,1,2,Medium,2.5,1,0,1,50,40.0,40.0,44.5,Moderate Risk
71,Female,Rural,Midlands,Secondary,Informal,1,1,1,0,0,2,Medium,1.3,0,0,0,30,65.0,50.0,46.25,High Risk
48,Female,Urban,Mashonaland East,Tertiary,Informal,5,1,1,0,1,3,Low,0.5,1,1,0,20,22.0,0.0,16.7,Low Risk
39,Female,Urban,Harare,Secondary,Informal,3,1,1,1,0,3,Low,0.3,1,0,0,10,22.0,20.0,16.2,Low Risk
43,Male,Urban,Harare,Secondary,Unemployed,2,1,1,0,0,2,Medium,1.2,0,1,0,30,28.0,30.0,29.3,Moderate Risk
18,Male,Rural,Mashonaland East,Secondary,Informal,1,0,1,0,0,1,High,6.8,1,0,1,70,55.0,25.0,55.75,High Risk
22,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,0,1,3,Low,4.9,1,1,0,20,18.0,0.0,15.3,Low Risk
18,Female,Urban,Matabeleland South,Secondary,Formal,5,1,1,1,1,4,Low,6.6,1,1,0,0,18.0,25.0,11.3,Low Risk
62,Male,Rural,Masvingo,None,Informal,3,0,1,1,0,2,Medium,9.5,1,1,0,50,44.0,25.0,42.9,Moderate Risk
59,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,3.1,1,1,0,0,0.0,0.0,0.0,Low Risk
43,Male,Urban,Matabeleland South,Tertiary,Formal,5,1,1,1,1,4,Low,2.6,1,1,0,0,0.0,20.0,4.0,Low Risk
39,Male,Urban,Manicaland,Secondary,Informal,2,1,1,0,1,3,Low,5.1,1,1,1,20,20.0,5.0,17.0,Low Risk
18,Male,Urban,Harare,Secondary,Formal,3,0,1,1,1,3,Low,1.6,1,0,0,40,8.0,20.0,24.8,Low Risk
34,Male,Urban,Matabeleland North,Secondary,Informal,2,1,0,1,1,3,Low,1.5,1,1,0,30,20.0,20.0,24.5,Low Risk
63,Female,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,1.4,1,0,0,20,30.0,20.0,23.5,Low Risk
39,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,4.5,1,1,0,20,12.0,0.0,13.2,Low Risk
30,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,3.5,1,0,0,0,0.0,20.0,4.0,Low Risk
18,Male,Urban,Matabeleland North,Tertiary,Formal,5,1,1,0,1,3,Low,7.8,1,1,0,20,8.0,25.0,16.8,Low Risk
57,Female,Rural,Mashonaland Central,Primary,Informal,1,1,1,0,0,2,Medium,83.8,0,0,1,30,63.0,100.0,55.55,High Risk
37,Male,Urban,Harare,Tertiary,Formal,5,1,1,0,1,3,Low,5.1,1,1,0,20,0.0,5.0,10.0,Low Risk
18,Male,Rural,Matabeleland North,Secondary,Formal,3,1,1,1,1,4,Low,27.2,1,1,0,0,28.0,50.0,19.8,Low Risk
25,Male,Rural,Midlands,None,Informal,1,1,0,0,0,1,High,4.2,1,0,1,60,59.0,20.0,51.65,High Risk
20,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,3.2,1,1,0,0,18.0,0.0,6.3,Low Risk
36,Female,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,1.3,1,1,0,20,10.0,0.0,12.5,Low Risk
40,Male,Urban,Matabeleland South,Secondary,Informal,4,1,1,1,1,4,Low,0.9,1,0,0,0,12.0,40.0,12.2,Low Risk
30,Male,Rural,Matabeleland South,Tertiary,Unemployed,1,0,1,0,0,1,High,12.1,1,0,1,70,55.0,55.0,61.75,High Risk
48,Male,Rural,Mashonaland East,Secondary,Informal,1,1,1,1,0,3,Low,8.5,0,0,1,10,47.0,55.0,31.95,Moderate Risk
39,Female,Rural,Mashonaland East,Secondary,Informal,2,1,0,0,0,1,High,8.6,0,0,1,60,50.0,55.0,55.5,High Risk
52,Female,Urban,Bulawayo,Tertiary,Unemployed,4,1,1,0,0,2,Medium,0.8,1,1,0,30,30.0,0.0,24.0,Low Risk
32,Male,Rural,Matabeleland North,Secondary,Informal,2,1,1,0,0,2,Medium,18.7,1,1,0,30,40.0,35.0,34.5,Moderate Risk
80,Male,Urban,Bulawayo,Secondary,Informal,5,0,1,0,0,1,High,0.2,1,1,0,70,20.0,0.0,38.5,Moderate Risk
30,Female,Rural,Matabeleland South,Secondary,Informal,1,1,1,0,0,2,Medium,7.8,1,0,0,30,57.0,45.0,42.45,Moderate Risk
25,Female,Urban,Harare,Secondary,Unemployed,2,1,1,1,0,3,Low,1.3,1,1,0,10,38.0,0.0,17.8,Low Risk
23,Male,Rural,Matabeleland South,None,Formal,3,1,1,1,0,3,Low,45.0,1,1,0,10,40.0,50.0,28.5,Moderate Risk
35,Male,Rural,Manicaland,Secondary,Informal,2,1,0,0,0,1,High,69.8,1,1,1,60,40.0,30.0,47.0,High Risk
18,Male,Urban,Masvingo,Tertiary,Unemployed,3,1,0,0,0,1,High,0.6,1,1,1,60,28.0,20.0,40.8,Moderate Risk
42,Female,Rural,Manicaland,Primary,Informal,1,1,1,1,1,4,Low,16.3,1,1,1,0,63.0,15.0,25.05,Moderate Risk
18,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,4.4,1,1,0,0,18.0,0.0,6.3,Low Risk
40,Female,Rural,Mashonaland Central,None,Unemployed,1,1,1,0,0,2,Medium,6.2,1,0,1,30,77.0,45.0,49.45,High Risk
19,Female,Urban,Harare,Tertiary,Unemployed,3,0,1,0,0,1,High,1.8,1,1,1,70,38.0,0.0,44.8,Moderate Risk
32,Male,Rural,Mashonaland West,Tertiary,Informal,3,1,1,0,0,2,Medium,36.6,0,0,0,30,32.0,80.0,40.7,Moderate Risk
46,Male,Urban,Bulawayo,Secondary,Formal,5,1,0,1,1,3,Low,0.9,1,1,0,30,0.0,0.0,13.5,Low Risk
70,Male,Rural,Midlands,Tertiary,Formal,4,1,1,1,1,4,Low,26.6,0,1,1,0,28.0,60.0,21.8,Low Risk
22,Female,Rural,Masvingo,Secondary,Unemployed,1,1,0,0,0,1,High,28.0,1,0,1,60,73.0,70.0,66.55,Critical Risk
35,Female,Rural,Masvingo,Secondary,Informal,1,1,1,0,1,3,Low,16.5,0,0,1,20,57.0,85.0,45.95,High Risk
27,Male,Rural,Mashonaland East,Tertiary,Informal,1,1,1,0,1,3,Low,1.8,0,0,1,20,47.0,50.0,35.45,Moderate Risk
25,Male,Rural,Matabeleland South,Secondary,Informal,1,0,0,0,1,1,High,12.2,0,1,1,90,47.0,65.0,69.95,Critical Risk
27,Female,Rural,Manicaland,Secondary,Informal,2,1,1,0,1,3,Low,8.5,1,0,1,20,50.0,25.0,31.5,Moderate Risk
49,Female,Urban,Harare,Secondary,Informal,2,1,1,1,1,4,Low,2.1,1,1,0,0,30.0,0.0,10.5,Low Risk
31,Female,Rural,Manicaland,Secondary,Informal,3,1,1,0,1,3,Low,24.1,1,1,0,20,42.0,30.0,29.7,Moderate Risk
69,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.7,1,1,0,0,8.0,0.0,2.8,Low Risk
43,Female,Rural,Masvingo,None,Informal,1,1,1,0,1,3,Low,28.4,0,0,1,20,69.0,100.0,53.15,High Risk
23,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.9,1,1,0,0,18.0,0.0,6.3,Low Risk
32,Female,Rural,Manicaland,Secondary,Formal,4,0,1,0,1,2,Medium,12.4,1,1,0,60,30.0,15.0,40.5,Moderate Risk
26,Female,Rural,Matabeleland South,Tertiary,Formal,3,1,1,1,1,4,Low,7.4,1,1,0,0,30.0,25.0,15.5,Low Risk
49,Female,Urban,Harare,Tertiary,Informal,5,1,1,1,0,3,Low,1.9,1,1,0,10,22.0,0.0,12.2,Low Risk
18,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,5.6,0,1,0,0,18.0,35.0,13.3,Low Risk
19,Female,Rural,Mashonaland East,Secondary,Informal,1,1,1,0,1,3,Low,25.2,0,0,1,20,65.0,80.0,47.75,High Risk
29,Male,Rural,Midlands,Secondary,Informal,2,1,1,0,1,3,Low,14.7,0,0,0,20,40.0,65.0,36.0,Moderate Risk
47,Male,Urban,Manicaland,Secondary,Informal,3,1,1,0,0,2,Medium,0.4,1,1,1,30,12.0,0.0,17.7,Low Risk
55,Female,Rural,Manicaland,Secondary,Informal,1,1,1,0,1,3,Low,1.0,1,1,0,20,57.0,0.0,28.95,Moderate Risk
57,Female,Rural,Midlands,Primary,Unemployed,1,1,1,0,0,2,Medium,7.8,0,0,1,30,71.0,55.0,49.35,High Risk
45,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,1.2,0,1,0,0,0.0,30.0,6.0,Low Risk
36,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.0,1,1,0,0,0.0,0.0,0.0,Low Risk
49,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,4.3,1,1,0,0,10.0,0.0,3.5,Low Risk
21,Female,Rural,Matabeleland North,Secondary,Formal,5,1,1,1,1,4,Low,1.2,1,1,0,0,38.0,20.0,17.3,Low Risk
18,Female,Urban,Harare,Tertiary,Unemployed,2,1,1,1,0,3,Low,1.0,1,1,0,10,46.0,0.0,20.6,Low Risk
44,Male,Rural,Mashonaland East,Primary,Informal,3,0,0,1,0,1,High,1.0,0,1,1,80,38.0,30.0,55.3,High Risk
23,Female,Rural,Mashonaland Central,Primary,Unemployed,1,1,0,0,0,1,High,8.2,0,0,1,60,79.0,75.0,69.65,Critical Risk
37,Female,Urban,Bulawayo,Tertiary,Unemployed,3,1,1,0,0,2,Medium,7.7,0,1,0,30,30.0,35.0,31.0,Moderate Risk
39,Male,Rural,Midlands,None,Unemployed,1,1,1,0,0,2,Medium,29.7,1,1,0,30,67.0,30.0,42.95,Moderate Risk
41,Male,Rural,Mashonaland West,None,Informal,1,1,1,0,1,3,Low,27.6,0,0,1,20,59.0,80.0,45.65,High Risk
51,Female,Urban,Midlands,Tertiary,Unemployed,3,1,1,0,0,2,Medium,2.3,1,0,0,30,30.0,20.0,28.0,Moderate Risk
49,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,0.9,1,1,0,20,12.0,0.0,13.2,Low Risk
40,Female,Urban,Mashonaland East,Tertiary,Formal,5,1,1,1,1,4,Low,2.5,1,1,0,0,10.0,0.0,3.5,Low Risk
31,Female,Urban,Matabeleland North,Secondary,Informal,3,1,1,0,1,3,Low,5.5,1,1,0,20,22.0,25.0,21.7,Low Risk
39,Female,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,1.4,1,1,0,30,30.0,0.0,24.0,Low Risk
29,Male,Rural,Manicaland,Secondary,Unemployed,1,1,1,0,0,2,Medium,48.6,1,1,1,30,55.0,30.0,38.75,Moderate Risk
35,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.3,1,1,0,0,10.0,0.0,3.5,Low Risk
74,Male,Urban,Harare,Secondary,Unemployed,4,1,1,0,0,2,Medium,3.5,1,1,1,30,28.0,0.0,23.3,Low Risk
40,Female,Rural,Masvingo,None,Informal,1,1,1,0,1,3,Low,12.5,1,1,1,20,69.0,35.0,40.15,Moderate Risk
44,Male,Rural,Midlands,Secondary,Informal,1,0,1,0,1,2,Medium,3.2,1,1,0,60,47.0,0.0,43.45,Moderate Risk
28,Female,Rural,Mashonaland East,Primary,Informal,2,1,1,0,1,3,Low,1.9,0,0,1,20,56.0,50.0,38.6,Moderate Risk
52,Female,Rural,Mashonaland Central,Secondary,Informal,1,0,1,0,0,1,High,19.2,1,0,1,70,57.0,55.0,62.45,High Risk
48,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.1,1,0,0,0,0.0,20.0,4.0,Low Risk
48,Male,Urban,Bulawayo,Secondary,Unemployed,3,0,1,0,0,1,High,2.5,0,1,1,70,20.0,30.0,44.5,Moderate Risk
41,Female,Rural,Masvingo,Tertiary,Unemployed,4,1,0,0,0,1,High,39.1,1,1,0,60,50.0,50.0,54.5,High Risk
52,Male,Rural,Mashonaland Central,Tertiary,Formal,3,1,1,1,1,4,Low,15.5,1,1,0,0,20.0,35.0,14.0,Low Risk
55,Male,Rural,Matabeleland South,Secondary,Informal,1,1,1,0,1,3,Low,30.0,1,1,1,20,47.0,50.0,35.45,Moderate Risk
41,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.0,1,1,0,0,0.0,0.0,0.0,Low Risk
36,Female,Rural,Masvingo,Primary,Unemployed,1,1,1,0,0,2,Medium,35.9,0,1,1,30,71.0,80.0,54.35,High Risk
50,Female,Rural,Mashonaland West,Secondary,Informal,1,1,0,0,0,1,High,13.8,1,1,1,60,57.0,15.0,49.95,High Risk
25,Male,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,2.3,1,1,0,20,20.0,0.0,16.0,Low Risk
27,Female,Rural,Masvingo,Secondary,Formal,3,1,1,1,1,4,Low,3.8,1,1,0,0,30.0,20.0,14.5,Low Risk
